event_id,record_id,source_type,scenario_event_id,event_name,same_event_cluster,information_type,military_signal_type,relevance_label,source_reliability_label,claim_strength,certainty_level,is_duplicate,is_rumor,is_disinformation,is_civilian_related,is_military_related,media_claimed,media_verified,possible_misidentification,misleading_type,ground_truth_status,claimed_location,ground_truth_location,analyst_question,country,region,municipality,locality,place_name,location_precision,location_confidence
REC-024143,REC-024143,הודעת דובר,EVT-004,חסימות ראשונות בצירים עירוניים,EVT-004-CL-08,כוננות בצד הסרבי,כוננות בצד הסרבי,2,likely,בינונית,בינונית,false,false,false,false,true,false,false,false,,שגוי,"זבצ׳אן, צומת מקומי 73","זבצ׳אן, צומת מקומי 73",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת מקומי 73,junction,גבוהה
REC-049749,REC-049749,X,EVT-005,תגבור משטרת קוסובו סביב מתקנים,EVT-005-CL-08,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,3,likely,בינונית,בינונית,false,false,false,false,true,false,false,true,רעש שנראה צבאי,נכון,"צפון מיטרוביצה, כיכר מרכזית 45","צפון מיטרוביצה, כיכר מרכזית 45",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,כיכר מרכזית 45,public_square,נמוכה
REC-087804,REC-087804,הודעת דובר,EVT-003,קריאה מקומית להפגנות וחסימות,EVT-003-CL-12,תחבורה/לוגיסטיקה אזרחית,,2,unverified,בינונית,נמוכה,false,false,false,true,false,true,false,false,,נכון חלקית,"זבצ׳אן, כיכר מרכזית 57","זבצ׳אן, כיכר מרכזית 57",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,כיכר מרכזית 57,public_square,נמוכה
REC-019729,REC-019729,ערוץ חדשות בינלאומי,EVT-006,KFOR מגביר סיורים בצפון,EVT-006-CL-06,רשתות חברתיות,,3,unverified,חלשה,נמוכה,false,true,false,true,false,false,false,false,,לא ידוע,"צפון מיטרוביצה, תחנת דלק 93","צפון מיטרוביצה, תחנת דלק 93",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,תחנת דלק 93,facility,בינונית
REC-035654,REC-035654,פייסבוק,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,EVT-002-CL-08,רשתות חברתיות,,2,disputed,בינונית,נמוכה,false,false,false,true,false,false,false,false,,נכון,"זבצ׳אן, אזור מיוער 94","זבצ׳אן, אזור מיוער 94",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 94,אזור מיוער 94,rural_area,נמוכה
REC-046619,REC-046619,בלוג פוליטי,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,EVT-002-CL-03,רשתות חברתיות,,2,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,שגוי,"זבצ׳אן, אזור תעשייה קטן 122","זבצ׳אן, אזור תעשייה קטן 122",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,אזור תעשייה קטן 122,neighborhood,בינונית
REC-082962,REC-082962,X,EVT-001,מעצר דמות סרבית מקומית,EVT-001-CL-10,רשתות חברתיות,,1,confirmed,בינונית,גבוהה,false,false,false,true,false,false,false,false,,נכון חלקית,"זבצ׳אן, כיכר מרכזית 57","זבצ׳אן, כיכר מרכזית 57",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,כיכר מרכזית 57,public_square,בינונית
REC-034010,REC-034010,פייסבוק,EVT-001,מעצר דמות סרבית מקומית,EVT-001-CL-10,רשתות חברתיות,,2,unverified,חזקה,נמוכה,false,true,false,true,false,false,false,false,,לא ידוע,"צפון מיטרוביצה, צומת מקומי 75","צפון מיטרוביצה, צומת מקומי 75",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,צומת מקומי 75,junction,נמוכה
REC-066262,REC-066262,X,EVT-004,חסימות ראשונות בצירים עירוניים,EVT-004-CL-12,רשתות חברתיות,,1,unverified,בינונית,נמוכה,false,true,false,true,false,false,false,false,,לא ידוע,"זבצ׳אן, מרכז בריאות 89","זבצ׳אן, מרכז בריאות 89",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 89,facility,גבוהה
REC-067679,REC-067679,קבוצת וואטסאפ,EVT-004,חסימות ראשונות בצירים עירוניים,EVT-004-CL-01,דיווח רחפן/מסוק,דיווח רחפן/מסוק,5,likely,חלשה,בינונית,false,true,false,false,true,true,false,false,,לא ידוע,"צפון מיטרוביצה, אזור תעשייה קטן 86","צפון מיטרוביצה, אזור תעשייה קטן 86",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 86,אזור תעשייה קטן 86,neighborhood,בינונית
REC-083976,REC-083976,X,EVT-003,קריאה מקומית להפגנות וחסימות,EVT-003-CL-06,תחבורה/לוגיסטיקה אזרחית,,3,likely,בינונית,בינונית,false,false,false,true,false,true,false,false,,נכון חלקית,"זובין פוטוק, בית ספר 32","זובין פוטוק, בית ספר 32",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,בית ספר 32,facility,נמוכה
REC-042365,REC-042365,שמועה מקומית,EVT-005,תגבור משטרת קוסובו סביב מתקנים,EVT-005-CL-04,רשתות חברתיות,,4,likely,בינונית,בינונית,false,true,false,true,false,false,true,false,,לא ידוע,"זבצ׳אן, כפר סמוך 79","זבצ׳אן, כפר סמוך 79",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 79,כפר סמוך 79,village,בינונית
REC-044609,REC-044609,הודעת דובר,EVT-003,קריאה מקומית להפגנות וחסימות,EVT-003-CL-01,ציוד/רכבים,ציוד/רכבים,2,confirmed,חלשה,גבוהה,false,true,false,true,true,false,false,false,,נכון,"צפון מיטרוביצה, ציר גישה 38","צפון מיטרוביצה, ציר גישה 38",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 38,ציר גישה 38,road_segment,נמוכה
REC-014586,REC-014586,טיקטוק,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,EVT-002-CL-04,דיווח פיצוץ,דיווח פיצוץ,3,disputed,בינונית,נמוכה,false,false,false,false,true,false,false,false,,שגוי,"לפוסאביץ׳, מרכז בריאות 87","לפוסאביץ׳, מרכז בריאות 87",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,מרכז בריאות 87,facility,גבוהה
REC-056696,REC-056696,טלגרם,EVT-001,מעצר דמות סרבית מקומית,EVT-001-CL-03,רשתות חברתיות,,3,false,חזקה,נמוכה,false,true,false,true,false,false,false,false,הכחשה שקרית,שגוי,"צפון מיטרוביצה, תחנת דלק 27","צפון מיטרוביצה, תחנת דלק 27",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 27,תחנת דלק 27,facility,גבוהה
REC-067802,REC-067802,קבוצת וואטסאפ,EVT-006,KFOR מגביר סיורים בצפון,EVT-006-CL-04,ציוד/רכבים,ציוד/רכבים,3,disputed,בינונית,נמוכה,false,true,false,false,true,false,false,false,,נכון חלקית,"זבצ׳אן, ציר גישה 70","זבצ׳אן, ציר גישה 70",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,ציר גישה 70,road_segment,בינונית
REC-011450,REC-011450,הודעת דובר,EVT-006,KFOR מגביר סיורים בצפון,EVT-006-CL-05,פעילות משטרתית,פעילות משטרתית,4,unverified,חזקה,נמוכה,false,false,false,false,true,false,false,false,,נכון חלקית,"צפון מיטרוביצה, תחנת משטרה אזורית","צפון מיטרוביצה, תחנת משטרה אזורית",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,תחנת משטרה אזורית,facility,בינונית
REC-019437,REC-019437,קבוצת וואטסאפ,EVT-003,קריאה מקומית להפגנות וחסימות,EVT-003-CL-01,תחבורה/לוגיסטיקה אזרחית,,2,unverified,בינונית,נמוכה,false,false,false,true,false,false,false,false,,נכון חלקית,"זבצ׳אן, תחנת דלק 5","זבצ׳אן, תחנת דלק 5",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,תחנת דלק 5,facility,בינונית
REC-093276,REC-093276,קבוצת וואטסאפ,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,EVT-002-CL-10,פינוי/חילוץ,פינוי/חילוץ,2,disputed,חזקה,נמוכה,false,true,false,false,true,true,false,false,,לא ידוע,"זבצ׳אן, מרכז בריאות 53","זבצ׳אן, מרכז בריאות 53",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 53,facility,נמוכה
REC-012198,REC-012198,פייסבוק,EVT-003,קריאה מקומית להפגנות וחסימות,EVT-003-CL-05,תצפית על תנועת כוחות,תצפית על תנועת כוחות,2,confirmed,בינונית,גבוהה,false,true,true,false,true,false,false,false,תוכן מפוברק,נכון,"צפון מיטרוביצה, בית ספר 12","צפון מיטרוביצה, בית ספר 12",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 12,בית ספר 12,facility,גבוהה
REC-038760,REC-038760,טיקטוק,EVT-004,חסימות ראשונות בצירים עירוניים,EVT-004-CL-12,רשתות חברתיות,,3,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,נכון,"זבצ׳אן, צומת מקומי 23","זבצ׳אן, צומת מקומי 23",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת מקומי 23,junction,בינונית
REC-002238,REC-002238,בלוג פוליטי,EVT-003,קריאה מקומית להפגנות וחסימות,EVT-003-CL-08,נוכחות KFOR,נוכחות KFOR,3,disputed,חלשה,נמוכה,false,true,false,true,true,true,false,false,,נכון חלקית,"לפוסאביץ׳, כיכר מרכזית 99","לפוסאביץ׳, כיכר מרכזית 99",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כיכר מרכזית 99,public_square,בינונית
REC-041374,REC-041374,חדשות מקומיות,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,EVT-002-CL-04,רשתות חברתיות,,0,false,חזקה,נמוכה,false,true,false,true,false,false,false,false,סרטון ישן,נכון חלקית,"צפון מיטרוביצה, ציר גישה 48","צפון מיטרוביצה, ציר גישה 48",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 48,ציר גישה 48,road_segment,נמוכה
REC-050793,REC-050793,טיקטוק,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,EVT-002-CL-06,ציוד/רכבים,ציוד/רכבים,2,unverified,חלשה,נמוכה,false,false,false,true,true,true,false,false,,נכון חלקית,"זבצ׳אן, מרכז בריאות 89","זבצ׳אן, מרכז בריאות 89",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 89,facility,נמוכה
REC-053260,REC-053260,X,EVT-006,KFOR מגביר סיורים בצפון,EVT-006-CL-05,פעילות משטרתית,פעילות משטרתית,2,disputed,חלשה,נמוכה,false,false,false,true,true,false,false,false,,לא ידוע,"זובין פוטוק, מרכז בריאות 77","זובין פוטוק, מרכז בריאות 77",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,מרכז בריאות 77,facility,נמוכה
REC-070552,REC-070552,ערוץ חדשות בינלאומי,EVT-005,תגבור משטרת קוסובו סביב מתקנים,EVT-005-CL-01,דיווח ירי,דיווח ירי,2,disputed,חזקה,נמוכה,false,true,false,false,true,false,false,false,,נכון,"זבצ׳אן, מרכז בריאות 60","זבצ׳אן, מרכז בריאות 60",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 60,מרכז בריאות 60,facility,בינונית
REC-087475,REC-087475,ערוץ חדשות בינלאומי,EVT-005,תגבור משטרת קוסובו סביב מתקנים,EVT-005-CL-03,פינוי/חילוץ,פינוי/חילוץ,3,likely,חלשה,בינונית,false,true,false,false,true,true,false,false,,נכון,"זובין פוטוק, תחנת דלק 74","זובין פוטוק, תחנת דלק 74",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זובין פוטוק,כפר 74,תחנת דלק 74,facility,נמוכה
