event_id,timestamp_utc,source_type,source_reliability,source_reliability_label,certainty_level,entity_or_actor,location_id,event_summary
REC-076304,2026-09-15T01:33:00Z,X,לא סווגה,propaganda/disinformation,נמוכה,EULEX,LOC-047,יש תור ארוך בתחנת הדלק ליד תחנת דלק 27. אנשים קונים יותר מהרגיל. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-081780,2026-09-15T01:33:00Z,בלוג פוליטי,לא סווגה,false,נמוכה,עיתונאים מקומיים,LOC-031,"דיווח דרמטי טוען שכוחות גדולים חצו את הגבול הלילה. נכון לעכשיו אין לכך אימות, ומקורות אחרים מכחישים."
REC-031591,2026-09-15T01:34:00Z,פייסבוק,לא סווגה,false,נמוכה,KFOR,LOC-112,"שמעתי רעש חזק לפני כמה דקות באזור צומת מקומי 92. אולי זה לא קשור, אבל כולם מדברים על זה."
REC-064731,2026-09-15T01:34:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,KSF,LOC-116,"ערוץ סרבי מדגיש את מצוקת התושבים הסרבים באזור, בעוד ערוץ קוסוברי מדגיש את הצורך באכיפת חוק."
REC-026187,2026-09-15T01:35:00Z,הודעת דובר,לא סווגה,likely,בינונית,תושבים מקומיים,LOC-024,דיווח באנגלית טוען למאות חמושים באזור כפר סמוך 4; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות.
REC-055825,2026-09-15T01:35:00Z,טלגרם,לא סווגה,disputed,נמוכה,KFOR,LOC-028,ראיתי כמה רכבים עם אורות כחולים בדרך לכפר סמוך 8. לא ברור אם זה משטרה או אמבולנס. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-068745,2026-09-15T01:35:00Z,קבוצת וואטסאפ,לא סווגה,confirmed,גבוהה,KSF,LOC-034,מקור מפלגתי טוען שהאירוע הוא מתקפה מתוכננת מראש. אין ראיות עצמאיות שמאשרות את הטענה.
REC-032372,2026-09-15T01:36:00Z,בלוג פוליטי,לא סווגה,likely,בינונית,ממשלת סרביה,LOC-036,חנות מקומית באזור כיכר מרכזית 16 נסגרה מוקדם בגלל חשש מהתחדשות המחאות.
REC-005479,2026-09-15T01:37:00Z,טלגרם,לא סווגה,unverified,נמוכה,עיתונאים מקומיים,LOC-073,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.
REC-013733,2026-09-15T01:37:00Z,הודעת דובר,לא סווגה,confirmed,גבוהה,משרד הפנים של קוסובו,LOC-102,משאית אספקה עוכבה במחסום לא רשמי סמוך לכפר סמוך 82. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-082109,2026-09-15T01:37:00Z,טיקטוק,לא סווגה,likely,בינונית,ממשלת קוסובו,LOC-074,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-029849,2026-09-15T01:38:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,EULEX,LOC-106,דיווח לא מאומת על EULEX באזור אזור תעשייה קטן 86. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.
REC-064608,2026-09-15T01:38:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-091,מישהו יודע אם בטוח לעבור דרך כפר סמוך 71? שמעתי שיש שם מחסום חדש. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-034198,2026-09-15T01:39:00Z,שמועה מקומית,לא סווגה,disputed,נמוכה,תושבים מקומיים,LOC-042,אנשים מתאספים שוב ליד כיכר מרכזית 22. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-075720,2026-09-15T01:39:00Z,טלגרם,לא סווגה,unverified,נמוכה,ממשלת סרביה,LOC-024,"פוסט ויראלי מייחס ירי לממשלת סרביה, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד."
REC-056719,2026-09-15T01:40:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,צבא סרביה,LOC-030,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-089192,2026-09-15T01:40:00Z,X,לא סווגה,likely,בינונית,אמבולנסים,LOC-082,ראיתי כמה רכבים עם אורות כחולים בדרך לתחנת דלק 62. לא ברור אם זה משטרה או אמבולנס.
REC-038040,2026-09-15T01:42:00Z,טיקטוק,לא סווגה,disputed,נמוכה,EULEX,LOC-001,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-048430,2026-09-15T01:43:00Z,חדשות מקומיות,לא סווגה,false,נמוכה,משטרת קוסובו,LOC-025,נראה מחסום זמני ליד תחנת דלק 5. לא ברור אם הוצב על ידי משטרת קוסובו או על ידי גורמים מקומיים. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-056805,2026-09-15T01:43:00Z,קבוצת וואטסאפ,לא סווגה,confirmed,גבוהה,KSF,LOC-010,דיווח על תנועה חריגה של רכבים ביטחוניים באזור צומת כניסה לעיירה. מקור מקומי טוען שהכביש נחסם לזמן קצר.
REC-062918,2026-09-15T01:43:00Z,בלוג פוליטי,לא סווגה,false,נמוכה,גורמים לא מזוהים,LOC-127,דיווח באנגלית טוען למאות חמושים באזור נקודת בידוק כללית 107; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות.
REC-035256,2026-09-15T01:46:00Z,טלגרם,לא סווגה,likely,בינונית,יחידה מיוחדת של משטרת קוסובו,LOC-111,אנשים מתאספים שוב ליד ציר גישה 91. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-040737,2026-09-15T01:46:00Z,שמועה מקומית,לא סווגה,propaganda/disinformation,נמוכה,KFOR,LOC-047,נראה מחסום זמני ליד תחנת דלק 27. לא ברור אם הוצב על ידי KFOR או על ידי גורמים מקומיים.
REC-060081,2026-09-15T01:47:00Z,שמועה מקומית,לא סווגה,false,נמוכה,משרד הפנים של קוסובו,LOC-081,"תושב מדווח שאמבולנס עבר במהירות לכיוון נקודת בידוק כללית 61, אך לא ברור אם זה קשור לעימות."
REC-072129,2026-09-15T01:47:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,גורמים לא מזוהים,LOC-107,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד מרכז בריאות 87. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-072349,2026-09-15T01:47:00Z,X,לא סווגה,disputed,נמוכה,משרד הפנים של קוסובו,LOC-131,"תמונה של שיירה מוצגת ככוח סרבי, אך משתמשים אחרים טוענים שמדובר ב־KFOR או במשטרה."
REC-083716,2026-09-15T01:49:00Z,טלגרם,לא סווגה,false,נמוכה,KSF,LOC-099,ראיתי כמה רכבים עם אורות כחולים בדרך לכפר סמוך 79. לא ברור אם זה משטרה או אמבולנס.
REC-069619,2026-09-15T01:50:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,עיתונאים מקומיים,LOC-054,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד ציר גישה 34. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-069795,2026-09-15T01:52:00Z,X,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-154,פרסום מקומי על מבצע בחנות מזון באזור.
REC-075200,2026-09-15T01:52:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,גורמים לא מזוהים,LOC-038,ראיתי כמה רכבים עם אורות כחולים בדרך לציר גישה 18. לא ברור אם זה משטרה או אמבולנס.
REC-079563,2026-09-15T01:53:00Z,הודעת דובר,לא סווגה,disputed,נמוכה,עיתונאים מקומיים,LOC-001,"פוסט ויראלי מייחס ירי לעיתונאים מקומיים, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם."
REC-040292,2026-09-15T01:54:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,מפגינים סרבים מקומיים,LOC-045,מישהו יודע אם בטוח לעבור דרך כפר סמוך 25? שמעתי שיש שם מחסום חדש. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-005539,2026-09-15T01:55:00Z,ערוץ חדשות בינלאומי,לא סווגה,likely,בינונית,ממשלת קוסובו,LOC-076,חשבון מקומי מדווח שממשלת קוסובו הגבירו סיורים באזור בית ספר 56. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך.
REC-065153,2026-09-15T01:55:00Z,פייסבוק,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-134,תושבים מדווחים על נוכחות מוגברת של קבוצה חמושה מקומית ליד צומת מקומי 114. אין אישור רשמי לפרטים. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-087077,2026-09-15T01:57:00Z,X,לא סווגה,likely,בינונית,תושבים מקומיים,LOC-082,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-030797,2026-09-15T01:58:00Z,פייסבוק,לא סווגה,likely,בינונית,משרד הפנים של קוסובו,LOC-117,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-072589,2026-09-15T01:58:00Z,טיקטוק,לא סווגה,false,נמוכה,משרד הפנים של קוסובו,LOC-141,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד תחנת דלק 121. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-082761,2026-09-15T01:58:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,גורמים לא מזוהים,LOC-078,חשבון מקומי מדווח שגורמים לא מזוהים הגבירו סיורים באזור כפר סמוך 58. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך.
REC-022420,2026-09-15T01:59:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,אמבולנסים,LOC-144,דיווח לא מאומת על אמבולנסים באזור נקודת בידוק כללית 124. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.
REC-053891,2026-09-15T01:59:00Z,שמועה מקומית,לא סווגה,likely,בינונית,צבא סרביה,LOC-148,דיווח על תנועה חריגה של רכבים ביטחוניים באזור בית ספר 128. מקור מקומי טוען שהכביש נחסם לזמן קצר. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-063101,2026-09-15T02:00:00Z,X,לא סווגה,unverified,נמוכה,עיתונאים מקומיים,LOC-075,נמסר על תאונת דרכים קלה באזור ציר גישה 55; חלק מהגולשים קשרו זאת בטעות לאירועים הביטחוניים.
REC-046842,2026-09-15T02:01:00Z,X,לא סווגה,unverified,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-115,דיווח לא מאומת על יחידה מיוחדת של משטרת קוסובו באזור כיכר מרכזית 95. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-079744,2026-09-15T02:01:00Z,טלגרם,לא סווגה,unverified,נמוכה,עיתונאים מקומיים,LOC-073,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-041629,2026-09-15T02:02:00Z,בלוג פוליטי,לא סווגה,propaganda/disinformation,נמוכה,KSF,LOC-027,ראיתי כמה רכבים עם אורות כחולים בדרך לתחנת דלק 7. לא ברור אם זה משטרה או אמבולנס.
REC-065238,2026-09-15T02:03:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,ממשלת סרביה,LOC-064,דיווח תקשורתי טוען כי KFOR הגביר את הנוכחות כדי למנוע חיכוך ישיר.
