event_id,timestamp_utc,source_type,source_reliability,entity_or_actor,location_id,event_summary
FIN-0077,2026-05-16T15:18:00Z,התראה פיננסית,נמוכה,קואופרטיב דלק העמק,L-205,קריאת חיישן חלשה שסווגה כרעש סביבתי
CUST-0067,2026-05-16T15:19:00Z,רשומת מכס,גבוהה,נועה ברק,L-207,רישום תשלום לספק שירותים מקומי
CUST-0430,2026-05-16T15:22:00Z,רשומת מכס,גבוהה,יחידת תיאום מכס חיפה,L-201,תנועה מסחרית רגילה באזור נמל חיפה; אין קשר ידוע ל-OF-4482.
MOVE-0565,2026-05-16T15:26:00Z,חיישן תנועה,גבוהה,לא ידוע,L-202,פעילות אזרחית רגילה באזור מתחם מחסנים קישון; אין חריגה תפעולית.
TEL-0459,2026-05-16T15:26:00Z,מטא-דאטה טלפוני,גבוהה,לא ידוע,L-208,עומס מקומי באזור משרד סיוע מרחב בחיפה; אין קשר ידוע לאירוע הגבול.
CUST-0244,2026-05-16T15:28:00Z,רשומת מכס,גבוהה,יחידת תיאום מכס חיפה,L-201,שרשרת תמימה BN-029: QP-5028 שוחררה לאחר בדיקת מסמכים רגילה; אין מספרי מכולה משותפים עם OF-4482.
CUST-0068,2026-05-16T15:37:00Z,רשומת מכס,גבוהה,לוי ימי,L-201,פוסט מקומי על פעילות אזרחית באזור
CUST-0069,2026-05-16T15:42:00Z,רשומת מכס,בינונית,גליל הובלות,L-209,תנועה מסחרית רגילה ללא חריגה משמעותית
CAM-0266,2026-05-16T15:44:00Z,מצלמת דרך,גבוהה,גליל הובלות,L-203,שרשרת תמימה BN-028: מצלמת דרך תיעדה את המשאית של NZ-5027 במסלול המתוכנן; ללא חריגה.
PORT-0065,2026-05-16T15:44:00Z,רשומת נמל,גבוהה,נועה ברק,L-207,תנועת דלק או אספקה חקלאית רגילה באזור אזור התעשייה בית שאן
CUST-0070,2026-05-16T15:50:00Z,רשומת מכס,בינונית,א. לוי,L-209,אירוע אזרחי או עומס מקומי באזור מסוף דלק צמח; אין קשר ידוע למכולה OF-4482
SOC-0078,2026-05-16T15:50:00Z,רשתות חברתיות,בינונית,חברת אורנים,L-203,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
CAM-0092,2026-05-16T15:51:00Z,מצלמת דרך,נמוכה,אופק מטענים,L-206,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
MAINT-0077,2026-05-16T15:53:00Z,יומן תחזוקה,בינונית,סהר כחול,L-201,קריאת חיישן חלשה שסווגה כרעש סביבתי
ACOU-0266,2026-05-16T15:54:00Z,חיישן אקוסטי,בינונית,מפעלי עמק הירדן,L-205,רישום מנהלי שגרתי עבור מפעלי עמק הירדן; ללא דפוס המשך ברור.
FIN-0253,2026-05-16T15:56:00Z,התראה פיננסית,גבוהה,חברת אורנים,L-201,שרשרת תמימה BN-029: תשלום רגיל עבור הובלת QP-5028 עם חשבונית מלאה וללא חריגה.
SOC-0079,2026-05-16T15:59:00Z,רשתות חברתיות,בינונית,אופק מטענים,L-206,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
MAINT-0078,2026-05-16T16:00:00Z,יומן תחזוקה,בינונית,אופק לוגיסטיקה,L-206,מעבר רכב בודד ללא דפוס המשך ברור
SOC-0427,2026-05-16T16:01:00Z,רשתות חברתיות,נמוכה,קואופרטיב דלק העמק,L-202,רישום מנהלי שגרתי עבור קואופרטיב דלק העמק; ללא דפוס המשך ברור.
PORT-0257,2026-05-16T16:03:00Z,רשומת נמל,גבוהה,עמק שירותי קירור,L-205,שרשרת תמימה BN-030: מכולה RV-5029 של חומרי אריזה הגיעה לנקודת קליטה עם מסמכי משלוח תקינים; אין קשר ידוע ל-OF-4482.
ACOU-0070,2026-05-16T16:04:00Z,חיישן אקוסטי,בינונית,אופק מטענים,L-202,תנועת דלק או אספקה חקלאית רגילה באזור מתחם מחסנים קישון
TEL-0078,2026-05-16T16:04:00Z,מטא-דאטה טלפוני,בינונית,סהר כחול,L-204,פוסט מקומי על פעילות אזרחית באזור
MAINT-0079,2026-05-16T16:06:00Z,יומן תחזוקה,נמוכה,יחידת תיאום מכס חיפה,L-201,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
MOVE-0095,2026-05-16T16:09:00Z,חיישן תנועה,גבוהה,אופק מטענים,L-203,תנועת דלק או אספקה חקלאית רגילה באזור מעבר נהר הירדן
CAM-0327,2026-05-16T16:11:00Z,מצלמת דרך,בינונית,לא ידוע,L-207,רישום מנהלי שגרתי עבור לא ידוע; ללא דפוס המשך ברור.
ACOU-0071,2026-05-16T16:13:00Z,חיישן אקוסטי,בינונית,מפעלי עמק הירדן,L-201,עדכון תחזוקה שגרתי לציוד באתר
MOVE-0096,2026-05-16T16:13:00Z,חיישן תנועה,נמוכה,עמק שירותי קירור,L-207,עדכון תחזוקה שגרתי לציוד באתר
MOVE-0383,2026-05-16T16:13:00Z,חיישן תנועה,נמוכה,חברת אורנים,L-207,רישום מנהלי שגרתי עבור חברת אורנים; ללא דפוס המשך ברור.
PORT-0066,2026-05-16T16:13:00Z,רשומת נמל,נמוכה,כרמל ציוד חקלאי,L-201,שיחה קצרה בין אנשי תפעול ללא תוכן חריג זמין
MOVE-0097,2026-05-16T16:14:00Z,חיישן תנועה,בינונית,אופק מטענים,L-204,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
MOVE-0550,2026-05-16T16:14:00Z,חיישן תנועה,נמוכה,גליל הובלות,L-202,רישום מנהלי שגרתי עבור גליל הובלות; ללא דפוס המשך ברור.
PORT-0067,2026-05-16T16:14:00Z,רשומת נמל,בינונית,לא ידוע,L-203,רישום תשלום לספק שירותים מקומי
SOC-0492,2026-05-16T16:14:00Z,רשתות חברתיות,בינונית,לא ידוע,L-208,רישום מנהלי שגרתי עבור לא ידוע; ללא דפוס המשך ברור.
FIN-0078,2026-05-16T16:16:00Z,התראה פיננסית,בינונית,חברת אורנים,L-204,תנועת דלק או אספקה חקלאית רגילה באזור צומת גולני
ACOU-0072,2026-05-16T16:17:00Z,חיישן אקוסטי,בינונית,אופק לוגיסטיקה,L-201,רישום תשלום לספק שירותים מקומי
ACOU-0073,2026-05-16T16:18:00Z,חיישן אקוסטי,גבוהה,חברת אורנים,L-204,אירוע אזרחי או עומס מקומי באזור צומת גולני; אין קשר ידוע למכולה OF-4482
ACOU-0074,2026-05-16T16:18:00Z,חיישן אקוסטי,נמוכה,צפון משלוחים,L-207,אירוע אזרחי או עומס מקומי באזור אזור התעשייה בית שאן; אין קשר ידוע למכולה OF-4482
CAM-0479,2026-05-16T16:18:00Z,מצלמת דרך,בינונית,מפעלי עמק הירדן,L-209,דיווח רקע על פעילות יומית באזור מסוף דלק צמח; ללא חריגה.
CUST-0467,2026-05-16T16:18:00Z,רשומת מכס,גבוהה,מפעלי עמק הירדן,L-202,תנועה מסחרית רגילה באזור מתחם מחסנים קישון; אין קשר ידוע ל-OF-4482.
CAM-0524,2026-05-16T16:19:00Z,מצלמת דרך,נמוכה,א. לוי,L-208,רישום מנהלי שגרתי עבור א. לוי; ללא דפוס המשך ברור.
PORT-0355,2026-05-16T16:19:00Z,רשומת נמל,בינונית,חברת אורנים,L-205,בדיקת שירות שגרתית עבור חברת אורנים; לא נמצא מזהה משותף עם תרחישים אחרים.
ACOU-0075,2026-05-16T16:20:00Z,חיישן אקוסטי,נמוכה,חוליית שעון חול,L-209,שיחה קצרה בין אנשי תפעול ללא תוכן חריג זמין
CUST-0071,2026-05-16T16:21:00Z,רשומת מכס,בינונית,כרמל ציוד חקלאי,L-208,קריאת חיישן חלשה שסווגה כרעש סביבתי
TEL-0243,2026-05-16T16:21:00Z,מטא-דאטה טלפוני,גבוהה,כרמל ציוד חקלאי,L-202,שרשרת תמימה BN-029: שיחת תיאום קצרה על חלון פריקה של QP-5028; פעילות לוגיסטית רגילה.
TEL-0514,2026-05-16T16:21:00Z,מטא-דאטה טלפוני,גבוהה,משרד סיוע מרחב,L-201,רישום מנהלי שגרתי עבור משרד סיוע מרחב; ללא דפוס המשך ברור.
PORT-0068,2026-05-16T16:23:00Z,רשומת נמל,נמוכה,יחידת תיאום מכס חיפה,L-206,עדכון תחזוקה שגרתי לציוד באתר
ACOU-0459,2026-05-16T16:24:00Z,חיישן אקוסטי,בינונית,א. לוי,L-204,בדיקת שירות שגרתית עבור א. לוי; לא נמצא מזהה משותף עם תרחישים אחרים.
SOC-0253,2026-05-16T16:29:00Z,רשתות חברתיות,גבוהה,צפון משלוחים,L-207,שרשרת תמימה BN-028: דיווח מקומי על הגעת חלקי חממות לאתר היעד; פעילות אזרחית.
FIN-0457,2026-05-16T16:31:00Z,התראה פיננסית,גבוהה,אורי לוי,L-209,עדכון תפעולי רגיל של אורי לוי; המסמכים תואמים.
FIN-0438,2026-05-16T16:32:00Z,התראה פיננסית,בינונית,א. לוי,L-204,בדיקת שירות שגרתית עבור א. לוי; לא נמצא מזהה משותף עם תרחישים אחרים.
MAINT-0080,2026-05-16T16:35:00Z,יומן תחזוקה,בינונית,נועה ברק,L-208,מעבר רכב בודד ללא דפוס המשך ברור
TEL-0079,2026-05-16T16:37:00Z,מטא-דאטה טלפוני,בינונית,נועה ברק,L-206,פוסט מקומי על פעילות אזרחית באזור
ACOU-0076,2026-05-16T16:38:00Z,חיישן אקוסטי,גבוהה,משרד סיוע מרחב,L-209,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
TEL-0080,2026-05-16T16:42:00Z,מטא-דאטה טלפוני,גבוהה,א. לוי,L-202,דיווח על עומס תנועה מקומי בשעות הערב
PORT-0364,2026-05-16T16:43:00Z,רשומת נמל,בינונית,יחידת תיאום מכס חיפה,L-207,פעילות אזרחית רגילה באזור אזור התעשייה בית שאן; אין חריגה תפעולית.
CUST-0245,2026-05-16T16:45:00Z,רשומת מכס,גבוהה,יחידת תיאום מכס חיפה,L-205,שרשרת תמימה BN-030: RV-5029 שוחררה לאחר בדיקת מסמכים רגילה; אין מספרי מכולה משותפים עם OF-4482.
CAM-0093,2026-05-16T16:47:00Z,מצלמת דרך,בינונית,יחידת תיאום מכס חיפה,L-208,תנועת דלק או אספקה חקלאית רגילה באזור משרד סיוע מרחב בחיפה
CUST-0507,2026-05-16T16:50:00Z,רשומת מכס,בינונית,חברת אורנים,L-206,רישום מנהלי שגרתי עבור חברת אורנים; ללא דפוס המשך ברור.
MAINT-0466,2026-05-16T16:51:00Z,יומן תחזוקה,בינונית,מפעלי עמק הירדן,L-201,בדיקת שירות שגרתית עבור מפעלי עמק הירדן; לא נמצא מזהה משותף עם תרחישים אחרים.
ACOU-0077,2026-05-16T16:52:00Z,חיישן אקוסטי,גבוהה,עמק שירותי קירור,L-207,שיחה קצרה בין אנשי תפעול ללא תוכן חריג זמין
MOVE-0545,2026-05-16T16:56:00Z,חיישן תנועה,נמוכה,מפעלי עמק הירדן,L-205,עומס מקומי באזור שוק נצרת; אין קשר ידוע לאירוע הגבול.
SOC-0080,2026-05-16T17:00:00Z,רשתות חברתיות,בינונית,לא ידוע,L-209,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
TEL-0081,2026-05-16T17:00:00Z,מטא-דאטה טלפוני,בינונית,גליל הובלות,L-203,אירוע אזרחי או עומס מקומי באזור מעבר נהר הירדן; אין קשר ידוע למכולה OF-4482
MOVE-0098,2026-05-16T17:03:00Z,חיישן תנועה,בינונית,משרד סיוע מרחב,L-201,שיחה קצרה בין אנשי תפעול ללא תוכן חריג זמין
MAINT-0249,2026-05-16T17:04:00Z,יומן תחזוקה,גבוהה,צפון משלוחים,L-207,שרשרת תמימה BN-028: נרשם סיום פריקה של NZ-5027 ובדיקת ציוד תקינה; אין קשר ידוע לאירוע הגבול.
MOVE-0269,2026-05-16T17:06:00Z,חיישן תנועה,גבוהה,כרמל ציוד חקלאי,L-202,שרשרת תמימה BN-029: משאית מורשית יצאה עם QP-5028 לכיוון כביש גישה צדדי ליד בית שאן; תנועה מסחרית רגילה.
PORT-0069,2026-05-16T17:07:00Z,רשומת נמל,נמוכה,אופק מטענים,L-205,דיווח על עומס תנועה מקומי בשעות הערב
ACOU-0281,2026-05-16T17:12:00Z,חיישן אקוסטי,בינונית,לא ידוע,L-206,פעילות אזרחית רגילה באזור כביש גישה צדדי ליד בית שאן; אין חריגה תפעולית.
FIN-0444,2026-05-16T17:12:00Z,התראה פיננסית,גבוהה,יחידת תיאום מכס חיפה,L-202,רישום מנהלי שגרתי עבור יחידת תיאום מכס חיפה; ללא דפוס המשך ברור.
FIN-0254,2026-05-16T17:13:00Z,התראה פיננסית,גבוהה,מפעלי עמק הירדן,L-205,שרשרת תמימה BN-030: תשלום רגיל עבור הובלת RV-5029 עם חשבונית מלאה וללא חריגה.
SOC-0438,2026-05-16T17:14:00Z,רשתות חברתיות,נמוכה,מפעלי עמק הירדן,L-201,עדכון תפעולי רגיל של מפעלי עמק הירדן; המסמכים תואמים.
MAINT-0081,2026-05-16T17:17:00Z,יומן תחזוקה,בינונית,כרמל ציוד חקלאי,L-207,עדכון תחזוקה שגרתי לציוד באתר
MOVE-0099,2026-05-16T17:19:00Z,חיישן תנועה,גבוהה,לא ידוע,L-209,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
SOC-0431,2026-05-16T17:22:00Z,רשתות חברתיות,בינונית,חברת אורנים,L-208,תנועה מסחרית רגילה באזור משרד סיוע מרחב בחיפה; אין קשר ידוע ל-OF-4482.
PORT-0297,2026-05-16T17:24:00Z,רשומת נמל,גבוהה,לא ידוע,L-207,רישום מנהלי שגרתי עבור לא ידוע; ללא דפוס המשך ברור.
SOC-0081,2026-05-16T17:28:00Z,רשתות חברתיות,גבוהה,אופק לוגיסטיקה,L-201,פוסט מקומי על פעילות אזרחית באזור
MAINT-0343,2026-05-16T17:29:00Z,יומן תחזוקה,גבוהה,משרד סיוע מרחב,L-207,דיווח רקע על פעילות יומית באזור אזור התעשייה בית שאן; ללא חריגה.
MOVE-0100,2026-05-16T17:34:00Z,חיישן תנועה,גבוהה,גליל הובלות,L-204,תנועה מסחרית רגילה ללא חריגה משמעותית
